Name;Country;Potential emissions (Gt CO2);Fuel;New project;Latitude;Longitude;Start year;Description;Operator;Operator copy;Banks;
Shenhua Baorixile Surface Coal Mine;China;16.0;Coal;;40.7;111.6;2006;Shenhua Baorixile Surface Coal Mine is located in the Inner Mongolia Autonomous Region of China. It is one of the largest open-pit coal mines in the world, covering an area of over 4,500 hectares. The mine is operated by Shenhua Group, one of China's largest state-owned coal mining companies. The mine produces high-grade coal for use in power stations in northern China.;Shenhua Group;Shenhua Group;;
Longwan Coal Mine;China;10.0;Coal;New project;37.8;112.6;2003;The Longwan Coal Mine is located in Shanxi Province, China, and was established in 2003. It is owned by Shanxi Longwan Group, a Chinese state-owned company. The mine produces coal for a variety of industrial applications and has an estimated output of 1.5 million tonnes per year.;Shanxi Longwan Group;Shanxi Longwan Group;;
Gaojialiang No.1 Coal Mine;China;20.0;Coal;;26.4;114.7;2008;The Gaojialiang No.1 Coal Mine is a coal mine located in Xiangtan, Hunan Province, China. It is owned and operated by China’s state-owned Shenhua Group and has an annual capacity of 2.5 million tons. The mine is located in a mountainous region and is connected to the Xiangtan power plant, which is a large coal-fired power plant.;Shenhua Group;Shenhua Group;;
Tongxin Coal Mine;China;16.0;Coal;;29.9;107.0;1999;Tongxin Coal Mine is located in Tongxin County, Qinghai Province, China. It was established in 1999, and is owned by Qinghai Energy Investment Group. It has an annual production capacity of 200,000 tons of coal.;Qinghai Energy Investment Group;Qinghai Energy Investment Group;;
Cerrejón Coal Mine;Colombia;24.0;Coal;;10.5;-72.4;1983;The Cerrejón Coal Mine is located in the La Guajira desert region in Colombia. It is the largest coal mining operation in Latin America, and one of the largest open-pit coal mining operations in the world. It has been in production since 1983 and is operated by Cerrejón Coal Ltd, a joint venture between Anglo American, Glencore, and BHP Billiton.;Cerrejón Coal Ltd,Glencore,BHP Billiton;Cerrejón Coal Ltd,Glencore,BHP Billiton;;
Pribbenow Coal Mine;Colombia;14.0;Coal;;10.1;-73.1;2002;The Pribbenow Coal Mine is an open-pit coal mine located in the Cesar Department of Colombia, owned and operated by Cerrejon Coal, a joint venture between Anglo American (33.3%), BHP (33.3%), and Glencore (33.3%). It was established in 2002 and has an annual production capacity of 31 million tonnes of coal.;Cerrejon Coal,BHP,Glencore;Cerrejon Coal,BHP,Glencore;;
El Descanso Coal Mine;Colombia;41.0;Coal;;4.6;-75.2;2001;The El Descanso coal mine is located in the municipality of El Paso in Colombia's Cundinamarca department. The mine is owned by Carboandes, a subsidiary of the Colombian coal company Carbones del Cerrejón. The mine began operations in 2001, and produces thermal coal for the domestic market. The mine has a production capacity of approximately 5.5 million tonnes per year.;Carboandes,Carbones del Cerrejón;Carboandes,Carbones del Cerrejón;;
San Juan Coal Mine;Colombia;16.0;Coal;New project;7.1;-74.7;2007;San Juan Coal Mine is located in the department of Cesar, in the north of Colombia, approximately 70 kilometers from the city of Valledupar. Operated by the Colombian mining company Carbones del Cerrejón, the project is one of the largest open-pit coal mines in the world and has been in operation since 2007. The mine produces thermal coal, which is used primarily for energy production. The project has been controversial due to the displacement of thousands of people and damage to the environment.;Carbones del Cerrejón;Carbones del Cerrejón;;
La Luna Shale;Colombia;16.0;Oil&Gas;New project;4.5;-75.5;2000;La Luna Shale is a fossil fuel exploitation project located in Colombia, operated by the La Luna Oil and Gas Company. The project was initiated in 2000 and aimed at exploiting the rich shale deposits in the area. The project has been controversial due to its environmental impacts, with local communities and environmental groups raising concerns about the potential for water contamination.;La Luna Oil and Gas Company;La Luna Oil and Gas Company;;
Kronprins Christian Offshore;Denmark;22.0;Oil&Gas;New project;55.9;8.1;1980;Kronprins Christian is an offshore oil field located in the Danish sector of the North Sea. It was discovered in 1976 and production began in 1980. The field is operated by the Danish energy company DONG Energy and is owned by the Danish government, with a 70% stake. The field contains an estimated 110 million barrels of oil and 1.3 trillion cubic feet of gas.;DONG Energy;DONG Energy;;
Hambach Coal Mine;Germany;17.0;Coal;;50.8;6.6;1978;The Hambach Coal Mine is a large open-pit coal mine in Niederzier and Elsdorf, North Rhine-Westphalia, Germany. The mine is operated by RWE and used for mining lignite. The mine is on the site of the ancient Hambach Forest which was purchased by RWE in 1978. The forest is planned to be completely cleared for the mine by 2018.;RWE;RWE;;
Garzweiler Coal Mine;Germany;13.0;Coal;;50.8;6.5;1978;Garzweiler Coal Mine is an open cast lignite mine operated by RWE, located in the German state of North-Rhine Westphalia. It is the largest opencast mine in Europe and is one of the largest sources of carbon dioxide emissions in the EU. The mine has been in operation since 1978 and has a capacity of up to 28 million tons of coal per year.;RWE;RWE;;
West Macedonia Lignite Centre (WMLC);Greece;22.0;Coal;;41.0;23.0;1973;The West Macedonia Lignite Centre (WMLC) is a large lignite exploitation project located in the Kozani region of northern Greece. The project was established in 1973, with the main aim of supplying energy for the industrial development of the region. The project is operated by the public company PPC, and it is the largest lignite mine in Greece, with an annual production of around 10 million tons. The project is estimated to have a lifespan of around 25 years.;Public Power Corporation (PPC);Public Power Corporation (PPC);;
Greater Liza (Liza);Guyana;10.0;Oil&Gas;;5.7;-59.7;2020;Greater Liza (Liza) is an offshore oil and gas project located in the Stabroek block in the northern part of the Guyana basin. The Stabroek block is located in the Exclusive Economic Zone (EEZ) of Guyana and the project is operated by ExxonMobil. The project involves the development of the Liza field, with an expected production capacity of 120,000 barrels of oil per day. The development also includes the construction of two floating production, storage and offloading vessels (FPSOs). The project is expected to be completed by 2020.;ExxonMobil;ExxonMobil;;
Greater Turbot (Stabroek);Guyana;11.0;Oil&Gas;New project;5.4;-59.8;2016;The Greater Turbot (Stabroek) project is an offshore oil exploration project located in the Stabroek Block in the Guyana-Suriname Basin. The project is owned and operated by ExxonMobil, Hess and CNOOC Nexen. The project is expected to start production in 2021.;ExxonMobil,Hess,CNOOC Nexen;ExxonMobil,Hess,CNOOC Nexen;;
Gevra Coal Mine;India;24.0;Coal;;19.7;82.4;2011;Gevra is an open cast coal mine located in the state of Chhattisgarh, India. It is the largest coal mine in India and the world's second largest. The main operator of the mine is South Eastern Coalfields Limited (SECL) which is a subsidiary of Coal India Limited (CIL). The mine has an annual production capacity of 35 million tonnes.;South Eastern Coalfields Limited,Coal India Limited;South Eastern Coalfields Limited,Coal India Limited;;
Integrated Belpahar; Lakhanpur; Lilari Coal Mine;India;15.0;Coal;New project;23.5;84.8;2003;The Integrated Belpahar project is a four-phase development project located in Lakhanpur, India. The project is aimed at the development of oil, gas, coal, and other minerals in the region. The project includes the construction of infrastructure and facilities for the production of oil, gas, and coal, as well as the development of a gas-fired power plant. The project is being implemented by the state-owned Oil and Natural Gas Corporation (ONGC).;Oil and Natural Gas Corporation (ONGC);Oil and Natural Gas Corporation (ONGC)
Balaram Coal Mine;India;14.0;Coal;New project;26.6;78.1;2010;The Balaram Coal Mine is a coal mine located in the Indian state of Chhattisgarh. It is owned and operated by the Adani Group, one of India's leading business conglomerates, and is a leading producer of coal in India. The mine has an annual production capacity of 7.5 million tonnes of coal, and is expected to increase to 11.5 million tonnes of coal in the future.;Adani Group;Adani Group;;
Dipka Coal Mine;India;12.0;Coal;;22.2;82.8;1980;The Dipka Coal Mine is located in the Chhattisgarh state of India and is one of the largest open-cast coal mines in the country. It has been in operation since 1980 and produces coal for the use of power plants, steel and cement industries.;South Eastern Coalfields Limited;South Eastern Coalfields Limited;;
Bankui;India;16.0;Coal;New project;22.4;78.2;1997;Bankui is an oil field located in the Nagpur district of India. It is an onshore field and was discovered in 1997. The field is operated by Indian Oil Corporation and produces crude oil from the Gondwana sedimentary rock formation.;Indian Oil Corporation;Indian Oil Corporation;;
Lakhanpur Coal Mine;India;15.0;Coal;;26.9;84.0;2009;The Lakhanpur Coal Mine is a coal mining project located in the Chhattisgarh state of India. The project was initiated in 2009 with the objective of providing fuel for the steel plants in the region. The mine is owned and operated by the Central Coalfields Limited (CCL), a subsidiary of Coal India Limited.;Central Coalfields Limited (CCL);Central Coalfields Limited (CCL);;
Barail Shale;India;21.0;Oil&Gas;New project;24.6;86.7;1995;Barail Shale is an onshore oilfield located in the Assam region of India. It was discovered in 1995 and is owned by Oil and Natural Gas Corporation (ONGC). The field has a total area of about 32.7 square kilometers and produces oil and gas. It is estimated to have around 2.5 billion barrels of oil in place.;Oil and Natural Gas Corporation (ONGC);Oil and Natural Gas Corporation (ONGC);;
Gare Pelma Sector II;India;13.0;Coal;New project;20.5;79.8;2018;Gare Pelma Sector II is a coal mining project located in the Chhattisgarh state of India. It was initiated in 2018 by the Chhattisgarh Mineral Development Corporation (CMDC), an arm of the Government of Chhattisgarh. The project is estimated to produce up to 4 million tonnes of coal per year with an investment of INR 2,200 crores. The mine is estimated to have a life of about 25 years.;Chhattisgarh Mineral Development Corporation (CMDC);Chhattisgarh Mineral Development Corporation (CMDC);;
Kaniha Coal Mine;India;12.0;Coal;;21.3;84.6;2000;Kaniha Coal Mine is located in the state of Chhattisgarh, India. It is an opencast coal mining project operated by the Coal India Limited (CIL). The project has been in operation since 2000 and has an annual capacity of 4 million tonnes.;Coal India Limited (CIL);Coal India Limited (CIL);;
