Carbon_bomb_name_source_CB,Country_source_CB,World_region,Potential_GtCO2_source_CB,Fuel_type_source_CB,GEM_id_source_GEM,GEM_url_source_GEM,Latitude,Longitude,Latitude_longitude_source,Operators_source_GEM,Parent_company_source_GEM,Companies_involved_source_GEM,Multiple_unit_concerned_source_GEM,Carbon_bomb_description,Carbon_bomb_start_year,Status_source_CB,Status_source_GEM,Status_lvl_1,Status_lvl_2
New Largo Coal Mine,South Africa,Africa,1.4277978,Coal,M0924,https://www.gem.wiki/New_Largo_coal_mine,-25.9052929,28.9732141,GEM,New Largo Coal,Seriti (67.5%);Industrial Development Corporation (22.5%);New Largo Employee & Community Trusts (10.0%),Seriti (67.5%);Industrial Development Corporation (22.5%);New Largo Employee & Community Trusts (10.0%),,"The New Largo coal mine is an opencast coal mine 15 kilometers north of Emalahleni in Mpumalanga Province, South Africa.",2022,not started,operating,operating,operating
Ningtiaota Coal Mine,China,Asia,4.0149186,Coal,M0301,https://www.gem.wiki/Ningtiaota_coal_mine,39.030282,110.250253,GEM,"Shaanxi Coal Group, Shenmu Ningtiaota Mining Company",Shaanxi Coal and Chemical Industry Group (32.0%);Yulin State-Owned Capital Operation and Management Company (25.0%);Shenmu City State-Owned Assets Operation Company (24.0%);Others (19.0%),Shaanxi Coal and Chemical Industry Group (32.0%);Yulin State-Owned Capital Operation and Management Company (25.0%);Shenmu City State-Owned Assets Operation Company (24.0%);Others (19.0%),,柠条塔煤矿 是由国家发改委核准批复的陕西省神府矿区南区总体规划确定的四对大型矿井之一，设计生产能力1800万吨/年。,No start year available,operating,operating,operating,operating
Ningxia Hongliu Coal Mine,China,Asia,2.899771908,Coal,M0302,https://www.gem.wiki/Ningxia_Hongliu_mine,37.883204,106.7576,GEM,China Energy Ningxia Coal Industry Company,China Energy (51.0%);Ningxia State-Owned Capital Operation Group (49.0%),China Energy (51.0%);Ningxia State-Owned Capital Operation Group (49.0%),,红柳煤矿 位于宁夏回族自治区中东部地区，生产规模为800万吨／年，由神华宁夏煤业集团有限责任公司管理运营。,No start year available,operating,operating,operating,operating
North Antelope Rochelle Coal Mine,United States,North America,2.9242269,Coal,M1052,https://www.gem.wiki/North_Antelope_Rochelle_Mine,43.566667,-105.283333,GEM,Powder River Coal,Peabody Energy (100.0%),Peabody Energy (100.0%),," The North Antelope Rochelle Mine (NARM) is a coal mine, operated by Powder River Coal, a subsidiary of Peabody Energy, 65 miles south of Gillette, in Campbell County, Wyoming, United States.",2014,operating,operating,operating,operating
North Field,Qatar,Asia,11.61275076,Oil&Gas,OG0012464,https://www.gem.wiki/North_Field_Oil_and_Gas_Complex_(Qatar),26.57116,51.85212,GEM,,No informations on company (100.0%),No informations on company (100.0%),,North Field Complex is an operating oil and gas complex in Qatar.,No start year available,not started,operating,operating,operating
North Field C LNG,Qatar,Asia,7.768105079,Oil&Gas,OG0012475|OG0012477,https://www.gem.wiki/Pearl_GTL_Oil_and_Gas_Field_(Qatar)|https://www.gem.wiki/North_Field_Bravo_Oil_and_Gas_Field_(Qatar),25.340054235028603,51.211818432059296,Country CB,Shell|Qatargas,Shell plc (50.0%);QatarEnergy (50.0%)|TotalEnergies (20.0%);Qatargas Operating Company Limited (20.0%);Others (60.0%),Shell plc (50.0%);QatarEnergy (50.0%)|TotalEnergies (20.0%);Qatargas Operating Company Limited (20.0%);Others (60.0%),Pearl GTL|North Field Bravo,No description available,No start year available,not started,operating,operating,operating
North Field E,Qatar,Asia,4.594474423,Oil&Gas,OG0012476,https://www.gem.wiki/North_Field_Alpha_Oil_and_Gas_Field_(Qatar),25.40058252526636,51.1825350486009,Country CB,Qatar Petroleum,QatarEnergy (100.0%),QatarEnergy (100.0%),,North Field Alpha Field is an operating oil and gas field in Qatar. This oil and gas field is part of the larger North Field complex.,1991,not started,operating,operating,operating
North Kara Sea Offshore,Russia,Europe,1.176960094,Oil&Gas,No informations available on GEM,No informations available on GEM,64.71528874529139,97.67560452590048,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
North Slope Onshore,United States,North America,2.035951159,Oil&Gas,No informations available on GEM,No informations available on GEM,39.81159504642366,-100.54346720794624,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Oil shale China,China,Asia,1.385461449,Oil&Gas,No informations available on GEM,No informations available on GEM,35.097032462776454,104.9897798457134,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Olive Downs Coal Mine,Australia,Oceania,1.37120808,Coal,M0086,https://www.gem.wiki/Olive_Downs_coal_mine,-22.2204628,148.4033203,GEM,Pembroke Resources,Pembroke Resources (100.0%),Pembroke Resources (100.0%),,"Olive Downs North mine is a proposed coal mine, operated by Pembroke Resources, near Coppabella, Queensland, Australia.",2023,not started,proposed,proposed,not started
Orinoco Joint Ventures,Venezuela,South America,6.703396162,Oil&Gas,OG0010791|OG0010792,https://www.gem.wiki/Carabobo-1_Oil_Project_(Venezuela)|https://www.gem.wiki/Carabobo-2_Oil_Project_(Venezuela),8.4187491835152,-64.7395794192658,GEM,Petrocarabobo|Petrovictoria,PDVSA (60.0%);Repsol Exploración S.A. (11.0%);Oil and Natural Gas Corporation of India (11.0%);PC Venezuela LTD (11.0%);Indian Oil Corporation Limited (7.0%)|PDVSA (60.0%);other (40.0%),PDVSA (60.0%);Repsol Exploración S.A. (11.0%);Oil and Natural Gas Corporation of India (11.0%);PC Venezuela LTD (11.0%);Indian Oil Corporation Limited (7.0%)|PDVSA (60.0%);other (40.0%),Carabobo-1|Carabobo-2,No description available,No start year available,operating,operating,operating,operating
PRB Tight Oil,United States,North America,2.770946453,Oil&Gas,No informations available on GEM,No informations available on GEM,39.81381823098168,-100.43734725350062,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
PTBA Coal Mines,Indonesia,Asia,8.89417848,Coal,M0691,https://www.gem.wiki/Bukit_Asam_(Persero)_coal_mines,-3.739981,103.768323,GEM,Bukit Asam (Persero),Indonesia Asahan Aluminium (100.0%),Indonesia Asahan Aluminium (100.0%),,"The Bukit Asam (Persero) coal mines (PTBA) are a network of opencast and underground mines, operated by PT Bukit Asam (Persero), scattered throughout Indonesia, in the provinces of East Kalimantan, South Kalimantan, Riau, West Sumatra, and South Sumatra.",No start year available,operating,operating,operating,operating
Paardekop Coal Mine,South Africa,Africa,1.6962726,Coal,M0928,https://www.gem.wiki/Paardekop_coal_project,-27.23,29.72305556,GEM,Glencore,Glencore (100.0%),Glencore (100.0%),," The Paardekop coal project is a proposed underground coal mine, owned by Glencore, near the village of Perdekop, in Mpumalanga, South Africa.",No start year available,not started,shelved,shelved,not started
Pakar North Coal Mine,Indonesia,Asia,1.0949309,Coal,M0686,https://www.gem.wiki/Parkar_North_coal_mine,0.576564,116.019118,GEM,Kangaroo Resource,Bayan Resources (100.0%),Bayan Resources (100.0%),,"The Pakar North coal mine is a proposed open-pit coal mine, operated by Kangaroo Resources, a subsidiary of Bayan Resources, located in the Tabang concession, Kutai Kartanegara Regency, East Kalimantan, Indonesia.",2020,not started,proposed,proposed,not started
Pangpangta Coal Mine,China,Asia,2.180771987,Coal,M0305,https://www.gem.wiki/Pangpangta_Coal_Mine,37.998811,111.13841,GEM,"Huozhou Coal Power Group, Lu Ling Energy and Chemical Company",Shanxi Coking Coal Group (58.0%);China Cinda Asset Management Company (36.0%);China Construction Bank (4.0%);Others (2.0%),Shanxi Coking Coal Group (58.0%);China Cinda Asset Management Company (36.0%);China Construction Bank (4.0%);Others (2.0%),,庞庞塔煤矿 位于山西省吕梁市临县境内，河东煤田中部，矿井建设规模为1000万吨/年。,No start year available,not started,operating,operating,operating
Parnaiba Onshore,Brazil,South America,1.998572969,Oil&Gas,No informations available on GEM,No informations available on GEM,-10.23501021141932,-53.26957843993451,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Pars Southwest,Iran,Asia,1.1092643,Oil&Gas,No informations available on GEM,No informations available on GEM,32.65498646436797,54.53783136323183,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Pasir Coal Mine,Indonesia,Asia,0.97534773,Coal,M0688,https://www.gem.wiki/Pasir_coal_mine,-1.890937,115.871586,GEM,Kideco Jaya Agung,Indika Energy (100.0%),Indika Energy (100.0%),,"The Pasir coal mine is an opencast mine that is owned and operated by Kideco Jaya Agung, a subsidiary of Indika Energy, in Paser Regency, East Kalimantan, Indonesia. It is the third largest coal mine in Indonesia.",No start year available,operating,operating,operating,operating
Pazanan,Iran,Asia,1.358409167,Oil&Gas,OG0012186,https://www.gem.wiki/Pazanan_Oil_Field_(Iran),30.4532,50.1354,GEM,National Iranian South Oil Company,National Iranian Oil Company (100.0%),National Iranian Oil Company (100.0%),,Pazanan Field is an operating oil field in Iran.,1974,operating,operating,operating,operating
Peak Downs Coal Mine,Australia,Oceania,2.31824868,Coal,M0087,https://www.gem.wiki/Peak_Downs_coal_mine,-22.2548999,148.1796569,GEM,Thiess,BHP (50.0%);Mitsubishi Corporation (50.0%),BHP (50.0%);Mitsubishi Corporation (50.0%),," The Peak Downs coal mine is a surface coal mine owned by BHP Billiton Mitsubishi Alliance (BMA), near Winchester, Queensland, Australia.",1972,operating,operating,operating,operating
Pereyaslovskiy Coal Mine,Russia,Europe,1.634661,Coal,M0830,https://www.gem.wiki/Pereyaslovskiy_coal_mine,55.62819,94.70438,GEM,Krasnoyarskkrayugol OJSC,Russian Coal (100.0%),Russian Coal (100.0%),,"The Pereyaslovskiy coal mine (разрез Переясловский) is a surface mine in Krasnoyarsk Oblast, Russia.",1983,operating,operating,operating,operating
Permian Conventional_Texas,United States,North America,2.061829878,Oil&Gas,No informations available on GEM,No informations available on GEM,39.74262669866818,-100.4320466907582,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Permian Delaware Tight,United States,North America,27.80443109,Oil&Gas,OG0015877|OG0015997,"https://www.gem.wiki/Collie_(Delaware)_-_OXY_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Scott_(Delaware)_-_Pitts_Oil_and_Gas_Asset_(Texas,_United_States)",31.4312886,-103.4385502,GEM,OXY USA|Pitts Energy Co.,None (100.0%)|None (100.0%),OXY USA (100.0%)|Pitts Energy Co. (100.0%),Collie (Delaware) - OXY|Scott (Delaware) - Pitts,No description available,No start year available,operating,operating,operating,operating
Permian Midland Tight,United States,North America,16.62881821,Oil&Gas,OG0015839|OG0015851,"https://www.gem.wiki/Midland_Farms_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Midland_Farms_Deep_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)",32.14309251,-102.3959785,GEM,Occidental Permian|Occidental Permian,None (100.0%)|None (100.0%),Occidental Permian (100.0%)|Occidental Permian (100.0%),Midland Farms - Occidental Permian|Midland Farms Deep - Occidental Permian,No description available,No start year available,operating,operating,operating,operating
Pervomaisky Coal Mine,Russia,Europe,1.53518772,Coal,M0832,https://www.gem.wiki/Pervomaisky_coal_mine,54.275148,86.882458,GEM,SDS UGOL,Siberian Business Union-Coal (SBU) (100.0%),Siberian Business Union-Coal (SBU) (100.0%),,"The Pervomaisky coal mine (Первомайский разрез) is a surface coal mine located in Kemerovo Oblast, Russia.",No start year available,not started,operating,operating,operating
Phulbari Coal Mine,Bangladesh,Asia,1.39606896,Coal,M0124,https://www.gem.wiki/Phulbari_coal_mine,25.9468733,89.5532405,GEM,Global Coal Management Resources (GCM),GCM Resources (100.0%),GCM Resources (100.0%),,"Phulbari coal mine is a proposed mine, owned by Global Coal Management Resources (GCM), set to produce 16 million tonnes per annum, for the Phulbari Coal Project (Sinohydro) in Rangpur division, Bangladesh.",No start year available,not started,shelved,shelved,not started
Pingshuo East Coal Mine,China,Asia,2.64996711,Coal,M0306,https://www.gem.wiki/Pingshuo_East_open-pit_mine,39.550649,112.442337,GEM,China Coal Pingshuo Group,China Coal (57.0%);HKSCC Nominees Limited (30.0%);Others (13.0%),China Coal (57.0%);HKSCC Nominees Limited (30.0%);Others (13.0%),,平朔东露天煤矿 平朔东露天煤矿是中国煤炭工业“十一五”规划的重点项目，位于宁武煤田北端，设计年产原煤2000万吨。,No start year available,operating,operating,operating,operating
Pribbenow Coal Mine,Colombia,South America,1.36922148,Coal,M0443,https://www.gem.wiki/Pribbenow_coal_mine,9.575297,-73.484914,GEM,Drummond Limited,Drummond Company (100.0%),Drummond Company (100.0%),,"Pribbenow coal mine (or Mina Pribbenow, La Loma Mine) is an open-pit coal mine, operated by Drummond Ltd, a subsidiary of Drummond Company Inc, in the Cesar Coal Basin, near La Loma, Colombia.",1990,operating,operating,operating,operating
Project Kuwait,Kuwait,Asia,4.409493298,Oil&Gas,No informations available on GEM,No informations available on GEM,29.35241395405312,47.43343726379695,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Project Motheo,Botswana,Africa,2.179548,Coal,M0129,https://www.gem.wiki/Morupule_coal_mine,-22.515137,27.024339,GEM,"Bothakga Burrow, Basil Read Mining",Minerals Development Company Botswana (100.0%),Minerals Development Company Botswana (100.0%),,"The Morupule coal mine is an underground mine producing approximately 2.8 million tonnes per annum, near Palapye, Botswana. It is wholly-owned by Minerals Development Company Botswana (MDCB).",2022,not started,operating,operating,operating
QatarGas 1 LNG T1-T3,Qatar,Asia,1.283272558,Oil&Gas,OG0012479,https://www.gem.wiki/Qatargas_3_Gas_Field_(Qatar),25.28431884036356,51.26803927286019,Country CB,Qatargas,QatarEnergy (68.5%);ConocoPhillips (30.0%);Mitsui & Co. Ltd. (1.5%),QatarEnergy (68.5%);ConocoPhillips (30.0%);Mitsui & Co. Ltd. (1.5%),,Qatargas 3 Field is an operating gas field in Qatar. This gas field is part of the larger North Field complex.,2010,operating,operating,operating,operating
QatarGas LNG T12-T13 (NFE-South),Qatar,Asia,1.785210581,Oil&Gas,OG0012479,https://www.gem.wiki/Qatargas_3_Gas_Field_(Qatar),25.43086960953891,51.284805996683545,Country CB,Qatargas,QatarEnergy (68.5%);ConocoPhillips (30.0%);Mitsui & Co. Ltd. (1.5%),QatarEnergy (68.5%);ConocoPhillips (30.0%);Mitsui & Co. Ltd. (1.5%),,Qatargas 3 Field is an operating gas field in Qatar. This gas field is part of the larger North Field complex.,2010,not started,operating,operating,operating
QatarGas LNG T8-T11 (NFE-East),Qatar,Asia,3.39497532,Oil&Gas,OG0012480,https://www.gem.wiki/Qatargas_4_Gas_Field_(Qatar),25.406659017833807,51.13804306097796,Country CB,Qatargas,QatarEnergy (70.0%);Others (30.0%),QatarEnergy (70.0%);Others (30.0%),,Qatargas 4 Field is an operating gas field in Qatar. This gas field is part of the larger North Field complex.,2011,not started,operating,operating,operating
